iter	RMSE
681	1859.599528
682	1858.667718
683	1858.380061
684	1858.027284
685	1856.998441
686	1856.134728
687	1855.632373
688	1855.410617
689	1854.917129
690	1854.774287
691	1854.424474
692	1853.034218
693	1852.053074
694	1851.641462
695	1850.914677
696	1850.433823
697	1849.182466
698	1848.398245
699	1847.605957
700	1847.166802
701	1846.98142
702	1846.302075
703	1846.159773
704	1845.702661
705	1844.717368
706	1843.876572
707	1843.350038
708	1841.590775
709	1841.113172
710	1840.599514
711	1839.181139
712	1838.248509
713	1837.975675
714	1837.018504
715	1835.610117
716	1834.166053
717	1832.861246
718	1832.196635
719	1831.042981
720	1830.171592
721	1829.786274
722	1829.279637
723	1828.677497
724	1828.401391
725	1827.451813
726	1826.434804
727	1824.687664
728	1823.724873
729	1823.382633
730	1822.543016
731	1821.929267
732	1821.721746
733	1821.107213
734	1820.077485
735	1819.262641
736	1818.829367
737	1817.401006
738	1816.423064
739	1815.20045
740	1814.328402
741	1813.233423
742	1812.497243
743	1811.759692
744	1811.148565
745	1810.414549
746	1809.570599
747	1809.280979
748	1808.895601
749	1808.378881
750	1807.803606
751	1807.361563
752	1806.922931
753	1806.2646
754	1805.374254
755	1804.697864
756	1804.047407
757	1803.915387
758	1803.705527
759	1803.204767
760	1802.869142
761	1802.391969
762	1801.770037
763	1801.181056
764	1800.170314
765	1799.721015
766	1798.571404
767	1798.197772
768	1797.165236
769	1796.984927
770	1796.449493
771	1795.47492
772	1795.243152
773	1795.172996
774	1795.023345
775	1794.247175
776	1792.8527
777	1791.741796
778	1791.088768
779	1790.631647
780	1789.420767
781	1788.315474
782	1787.635173
783	1787.300022
784	1787.037176
785	1786.684695
786	1786.216104
787	1785.194503
788	1784.986365
789	1784.64074
790	1783.813566
791	1783.427782
792	1782.565256
793	1781.743953
794	1780.124195
795	1779.590743
796	1779.092447
797	1778.201965
798	1777.782432
799	1777.147109
800	1775.753719
801	1775.619896
802	1775.19449
803	1774.584636
804	1773.331088
805	1772.345977
806	1771.581198
807	1771.573547
808	1770.770012
809	1770.043117
810	1769.319507
811	1768.03106
812	1766.756842
813	1766.120434
814	1765.515643
815	1765.294236
816	1764.31993
817	1763.171442
818	1762.200531
819	1761.921696
820	1760.862934
821	1760.07088
822	1759.418687
823	1758.873567
824	1757.915214
825	1757.296798
826	1757.090666
827	1756.729915
828	1756.037619
829	1755.000013
830	1754.821514
831	1754.395855
832	1753.707057
833	1753.048605
834	1752.471384
835	1752.091908
836	1751.788947
837	1751.34457
838	1751.099284
839	1750.728075
840	1750.325488
841	1750.100953
842	1749.913297
843	1749.459911
844	1748.729054
845	1748.723294
846	1748.345171
847	1747.353874
848	1746.96538
849	1746.239629
850	1745.988716
851	1745.533294
852	1744.627526
853	1744.383619
854	1744.005611
855	1743.179895
856	1742.304901
857	1741.580095
858	1741.102236
859	1740.553999
860	1740.311255
861	1739.802675
862	1739.524582
863	1739.170837
864	1738.695746
865	1738.43316
866	1738.205953
867	1737.763665
868	1737.529173
869	1736.891518
870	1735.972877
871	1735.360865
872	1735.101522
873	1734.882706
874	1734.388887
875	1734.022554
876	1732.857247
877	1732.608547
878	1732.300983
879	1731.992744
880	1731.660677
881	1730.632987
882	1729.912186
883	1729.471398
884	1728.752773
885	1728.169489
886	1727.698017
887	1727.055565
888	1726.661526
889	1725.909994
890	1724.988586
891	1723.938875
892	1723.119564
893	1722.356595
894	1721.992291
895	1720.907898
896	1720.081076
897	1719.815759
898	1719.268307
899	1719.061819
900	1718.210464
901	1717.983351
902	1717.32517
903	1716.89605
904	1716.399427
905	1716.079446
906	1715.533208
907	1714.486445
908	1713.914522
909	1713.638568
910	1712.709296
911	1712.218431
912	1711.35228
913	1710.657412
914	1709.846834
915	1708.940358
916	1708.068279
917	1706.803613
918	1706.40379
919	1705.609051
920	1705.436924
921	1704.828463
922	1704.215143
923	1703.406933
924	1702.696815
925	1702.468403
926	1701.795675
927	1701.231217
928	1700.822986
929	1700.180107
930	1699.85279
931	1699.322904
932	1698.833909
933	1698.17518
934	1697.146244
935	1696.356805
936	1695.49586
937	1695.236581
938	1694.717853
939	1694.383061
940	1693.814671
941	1693.168717
942	1692.352767
943	1691.919506
944	1691.717765
945	1691.36959
946	1690.783254
947	1690.284385
948	1689.45132
949	1688.506947
950	1688.322124
951	1687.640521
952	1687.19662
953	1686.582779
954	1685.675291
955	1685.308581
956	1684.47206
957	1684.167579
958	1683.745091
959	1683.103049
960	1682.904631
961	1682.261802
962	1681.186768
963	1680.685649
964	1680.203738
965	1679.999207
966	1679.633448
967	1679.142306
968	1678.631965
969	1678.304412
970	1677.569298
971	1677.065662
972	1676.556991
973	1676.07776
974	1675.420742
975	1675.228256
976	1674.545984
977	1674.303283
978	1673.309338
979	1672.797449
980	1672.304259
981	1672.012614
982	1671.198789
983	1670.479589
984	1669.90909
985	1669.195098
986	1668.896189
987	1668.15952
988	1667.841814
989	1666.958366
990	1666.233801
991	1665.971993
992	1665.236422
993	1664.702694
994	1664.105169
995	1663.52599
996	1663.098923
997	1662.695203
998	1662.440647
999	1661.864564
1000	1661.391847
1001	1660.948787
1002	1660.565619
1003	1660.213033
1004	1659.921777
1005	1659.577379
1006	1658.917906
1007	1657.954667
1008	1657.265269
1009	1656.588929
1010	1655.989813
1011	1655.585078
1012	1654.690027
1013	1653.970304
1014	1652.750151
1015	1651.939325
1016	1651.258183
1017	1650.733831
1018	1650.26334
1019	1649.647032
1020	1648.910804
1021	1647.90016
1022	1647.281765
1023	1646.612238
1024	1646.120855
1025	1645.778781
1026	1644.877476
1027	1644.29343
1028	1644.045451
1029	1643.779278
1030	1642.773882
1031	1642.014136
1032	1641.730897
1033	1641.06572
1034	1640.334563
1035	1639.679454
1036	1639.229452
1037	1639.085555
1038	1638.372621
1039	1638.090749
1040	1637.475779
1041	1636.863984
1042	1636.290608
1043	1636.016042
1044	1635.251361
1045	1634.631837
1046	1634.4941
1047	1633.976855
1048	1633.647319
1049	1633.136874
1050	1632.709557
1051	1632.242912
1052	1632.082782
1053	1631.68858
1054	1631.291102
1055	1630.732515
1056	1629.499317
1057	1629.14877
1058	1628.693897
1059	1628.214252
1060	1627.714062
1061	1627.406731
1062	1626.869559
1063	1626.577361
1064	1626.393173
1065	1626.163295
1066	1625.899734
1067	1625.55808
1068	1624.986196
1069	1624.20668
1070	1623.913885
1071	1623.633955
1072	1623.345463
1073	1622.554277
1074	1622.025297
1075	1621.509088
1076	1620.792647
1077	1620.207236
1078	1619.97168
1079	1619.586182
1080	1618.972252
1081	1618.363897
1082	1617.54207
1083	1617.352327
1084	1616.725635
1085	1616.161731
1086	1615.586057
1087	1615.370503
1088	1615.109151
1089	1614.9914
1090	1614.561971
1091	1614.442768
1092	1614.060419
1093	1613.63124
1094	1613.374127
1095	1613.331245
1096	1612.73266
1097	1612.479472
1098	1611.905031
1099	1610.996326
1100	1610.77053
1101	1610.230134
1102	1609.719315
1103	1609.285738
1104	1608.806833
1105	1608.477554
1106	1607.856755
1107	1607.504326
1108	1606.811002
1109	1606.579054
1110	1606.016273
1111	1605.26612
1112	1604.819702
1113	1604.083978
1114	1603.248053
1115	1602.790029
1116	1602.69749
1117	1602.118539
1118	1601.376728
1119	1600.974273
1120	1600.178809
1121	1599.657969
1122	1599.299452
1123	1598.575326
1124	1598.116763
1125	1597.308822
1126	1596.75562
1127	1596.642596
1128	1596.302936
1129	1595.704012
1130	1595.340539
1131	1594.542277
1132	1594.315796
1133	1594.014259
1134	1593.603763
1135	1593.20129
1136	1592.472537
1137	1591.820262
1138	1591.278287
1139	1590.869487
1140	1590.456387
1141	1590.031701
1142	1589.272211
1143	1588.581236
1144	1588.33947
1145	1587.985668
1146	1587.943149
1147	1587.430603
1148	1587.256593
1149	1587.09026
1150	1586.666139
1151	1586.100901
1152	1585.48627
1153	1584.873764
1154	1584.309249
1155	1583.739863
1156	1583.101861
1157	1582.774673
1158	1582.503683
1159	1581.877682
1160	1581.759917
1161	1580.941594
1162	1580.777678
1163	1580.280445
1164	1579.419842
1165	1578.730163
1166	1577.892506
1167	1577.697624
1168	1577.137328
1169	1576.664532
1170	1576.233673
1171	1575.977753
1172	1575.459327
1173	1575.081285
1174	1574.766527
1175	1574.173335
1176	1573.651871
1177	1573.479287
1178	1573.130067
1179	1572.393249
1180	1571.912156
1181	1571.46043
1182	1570.661261
1183	1570.130979
1184	1569.74364
1185	1569.284913
1186	1568.853935
1187	1568.360797
1188	1567.852185
1189	1567.616178
1190	1567.238764
1191	1566.890811
1192	1566.480167
1193	1566.056961
1194	1565.584776
1195	1565.018925
1196	1564.72049
1197	1564.342195
1198	1564.085246
1199	1563.520416
1200	1563.068595
1201	1562.825868
1202	1562.096256
1203	1561.788001
1204	1561.136099
1205	1560.597099
1206	1560.09408
1207	1559.602387
1208	1558.998285
1209	1558.547931
1210	1558.015572
1211	1557.890255
1212	1557.08187
1213	1556.89211
1214	1556.443204
1215	1555.770139
1216	1555.171571
1217	1554.727139
1218	1554.520197
1219	1553.979608
1220	1553.593457
1221	1553.399537
1222	1552.703251
1223	1552.387596
1224	1551.569298
1225	1551.04459
1226	1550.248375
1227	1549.646727
1228	1549.256077
1229	1548.585886
1230	1547.985512
1231	1547.714905
1232	1547.476739
1233	1547.231138
1234	1546.811599
1235	1546.228721
1236	1545.973221
1237	1545.54904
1238	1545.340528
1239	1544.554543
1240	1544.080691
1241	1543.347998
1242	1542.990942
1243	1542.631823
1244	1542.357076
1245	1541.824743
1246	1541.446576
1247	1540.879409
1248	1540.504916
1249	1539.864265
1250	1539.189039
1251	1538.464393
1252	1537.967996
1253	1537.121849
1254	1536.456434
1255	1536.052937
1256	1535.121859
1257	1534.841158
1258	1534.457932
1259	1534.123748
1260	1533.877775
1261	1533.379038
1262	1532.799275
1263	1532.398195
1264	1531.909449
1265	1531.20012
1266	1530.442839
1267	1529.80046
1268	1529.075218
1269	1528.752856
1270	1528.60062
1271	1528.227551
1272	1527.621041
1273	1527.208144
1274	1526.570455
1275	1526.034519
1276	1525.39707
1277	1524.91059
1278	1524.514555
1279	1524.225184
1280	1523.731766
1281	1523.295343
1282	1523.009513
1283	1522.695001
1284	1522.237337
1285	1521.695098
1286	1521.211644
1287	1520.892093
1288	1520.354278
1289	1519.949351
1290	1519.75653
1291	1519.275717
1292	1518.696216
1293	1518.230916
1294	1517.744202
1295	1517.477233
1296	1517.071006
1297	1516.703254
1298	1516.182847
1299	1515.519674
1300	1515.33561
1301	1514.622569
1302	1513.910137
1303	1513.076554
1304	1512.372356
1305	1511.972191
1306	1511.304514
1307	1510.849098
1308	1510.409147
1309	1510.228818
1310	1510.052512
1311	1509.658076
1312	1509.224967
1313	1508.498572
1314	1508.339367
1315	1508.260673
1316	1507.873546
1317	1507.614223
1318	1507.226734
1319	1506.917688
1320	1506.581166
1321	1506.21979
1322	1505.993271
1323	1505.541676
1324	1504.843786
1325	1504.80839
1326	1504.333171
1327	1503.575186
1328	1503.202081
1329	1502.916081
1330	1502.359769
1331	1501.875843
1332	1501.37857
1333	1501.008755
1334	1500.648004
1335	1500.398937
1336	1500.161182
1337	1499.503242
1338	1499.131122
1339	1498.708512
1340	1498.00263
1341	1497.25754
1342	1496.770597
1343	1496.388105
1344	1495.632212
1345	1495.211124
1346	1494.728219
1347	1493.970168
1348	1493.223459
1349	1492.885547
1350	1492.655998
1351	1492.178521
1352	1491.813471
1353	1491.229157
1354	1490.628604
1355	1490.259862
1356	1490.027055
1357	1489.850364
1358	1489.483559
1359	1489.027542
1360	1488.603353
1361	1487.923452
1362	1487.23255
1363	1487.013651
1364	1486.233894
1365	1485.680659
1366	1485.437945
1367	1485.005683
1368	1484.221303
1369	1484.024566
1370	1483.318123
1371	1483.127699
1372	1482.838894
1373	1482.338308
1374	1481.779966
1375	1481.271313
1376	1480.849878
1377	1480.420674
1378	1479.654444
1379	1479.090131
1380	1478.503172
1381	1478.165807
1382	1477.699244
1383	1477.333839
1384	1477.06222
1385	1476.620159
1386	1476.424474
1387	1476.20458
1388	1475.855397
1389	1475.418178
1390	1474.941004
1391	1474.331179
1392	1473.969837
1393	1473.504778
1394	1473.182247
1395	1472.842112
1396	1472.513347
1397	1472.174398
1398	1471.519107
1399	1470.783233
1400	1470.18665
1401	1469.743043
1402	1469.15521
1403	1468.711953
1404	1468.160379
1405	1467.856525
1406	1467.714883
1407	1467.39844
1408	1467.005047
1409	1466.735644
1410	1466.386996
1411	1465.893892
1412	1465.57814
1413	1465.37081
1414	1464.869408
1415	1464.277487
1416	1463.914556
1417	1463.6492
1418	1463.306629
1419	1462.855747
1420	1462.289479
1421	1461.548814
1422	1460.992938
1423	1460.657385
1424	1460.453219
1425	1460.192022
1426	1459.95735
1427	1459.60234
1428	1459.394386
1429	1459.289857
1430	1458.510608
1431	1457.944875
1432	1457.460827
1433	1457.201755
1434	1456.462956
1435	1456.236531
1436	1455.685584
1437	1455.074172
1438	1454.783377
1439	1454.189585
1440	1453.966804
1441	1453.44372
1442	1453.121023
1443	1452.423866
1444	1451.880391
1445	1451.256776
1446	1450.671103
1447	1450.366287
1448	1449.817561
1449	1449.480343
1450	1449.147922
1451	1448.834571
1452	1448.214659
1453	1448.001734
1454	1447.536038
1455	1447.253603
1456	1446.961373
1457	1446.28795
1458	1445.983168
1459	1445.398366
1460	1444.872591
1461	1444.221758
1462	1443.579482
1463	1442.90226
1464	1442.38804
1465	1442.08972
1466	1441.765756
1467	1441.331285
1468	1441.010679
1469	1440.466042
1470	1439.969153
1471	1439.343619
1472	1438.942042
1473	1438.651777
1474	1438.406561
1475	1438.095947
1476	1437.7695
1477	1437.114378
1478	1436.853701
1479	1436.75151
1480	1436.274324
1481	1435.93732
1482	1435.224103
1483	1434.913371
1484	1434.611556
1485	1434.280759
1486	1433.784617
1487	1433.487486
1488	1433.273918
1489	1433.067202
1490	1432.760207
1491	1432.273253
1492	1431.703214
1493	1431.481266
1494	1431.189451
1495	1430.53629
1496	1429.977414
1497	1429.420913
1498	1429.191431
1499	1429.073888
1500	1428.595666
1501	1427.996833
1502	1427.30826
1503	1426.657016
1504	1426.453418
1505	1426.118755
1506	1425.57733
1507	1425.334326
1508	1425.144307
1509	1424.672371
1510	1424.457591
1511	1424.054733
1512	1423.8321
1513	1423.63044
1514	1423.338509
1515	1422.688263
1516	1422.514585
1517	1422.364776
1518	1422.031567
1519	1421.73537
1520	1421.389453
1521	1421.153822
1522	1421.002042
1523	1420.425043
1524	1419.959998
1525	1419.535045
1526	1419.112696
1527	1418.91914
1528	1418.533045
1529	1418.252768
1530	1417.888795
1531	1417.649724
1532	1417.456585
1533	1417.097744
1534	1416.70366
1535	1416.064375
1536	1415.553406
1537	1414.982633
1538	1414.663475
1539	1414.051512
1540	1413.547554
1541	1413.133092
1542	1412.515621
1543	1412.279877
1544	1411.984133
1545	1411.660823
1546	1411.393965
1547	1410.981611
1548	1410.645688
1549	1410.337573
1550	1409.928952
1551	1409.612724
1552	1409.335786
1553	1409.047571
1554	1408.847135
1555	1408.198711
1556	1408.037496
1557	1407.702718
1558	1407.47408
1559	1407.032976
1560	1406.756782
1561	1406.552712
1562	1406.306689
1563	1405.919001
1564	1405.344771
1565	1404.964748
1566	1404.731359
1567	1404.677688
1568	1404.07236
1569	1403.790278
1570	1403.231482
1571	1402.985224
1572	1402.46529
1573	1401.999271
1574	1401.514606
1575	1401.271334
1576	1400.800088
1577	1400.530447
1578	1400.323229
1579	1400.163741
1580	1399.845158
1581	1399.568375
1582	1399.420012
1583	1398.901127
1584	1398.536259
1585	1398.406971
1586	1398.167613
1587	1397.679568
1588	1397.143804
1589	1397.047323
1590	1396.839942
1591	1396.408051
1592	1395.982378
1593	1395.356023
1594	1394.827701
1595	1394.562408
1596	1394.215299
1597	1394.010005
1598	1393.621933
1599	1393.313984
1600	1393.089329
1601	1392.824919
1602	1392.436369
1603	1392.278779
1604	1392.027561
1605	1391.883725
1606	1391.542416
1607	1390.930149
1608	1390.55619
1609	1390.258334
1610	1390.015101
1611	1389.745107
1612	1389.319
1613	1388.885915
1614	1388.671065
1615	1388.144676
1616	1387.799624
1617	1387.558435
1618	1387.244772
1619	1386.962855
1620	1386.838122
1621	1386.549005
1622	1386.31027
1623	1385.915914
1624	1385.65425
1625	1385.33496
1626	1385.098539
1627	1384.862642
1628	1384.667024
1629	1384.439494
1630	1384.183023
1631	1383.680564
1632	1383.286431
1633	1383.087061
1634	1382.696214
1635	1382.344843
1636	1381.738575
1637	1381.517226
1638	1381.129763
1639	1380.879044
1640	1380.531575
1641	1380.078115
1642	1379.694674
1643	1379.500309
1644	1379.137026
1645	1378.646326
1646	1378.247733
1647	1378.03071
1648	1377.659295
1649	1377.214092
1650	1376.790878
1651	1376.450677
1652	1376.107677
1653	1375.767963
1654	1375.484314
1655	1375.107982
1656	1374.914764
1657	1374.475271
1658	1373.994
1659	1373.738297
1660	1373.366232
1661	1372.891934
1662	1372.456891
1663	1371.855082
1664	1371.487883
