iter	Passed	Remaining
1700	4740	23128
1701	4743	23125
1702	4745	23122
1703	4748	23118
1704	4751	23115
1705	4753	23110
1706	4756	23108
1707	4759	23104
1708	4761	23102
1709	4764	23098
1710	4767	23096
1711	4770	23092
1712	4772	23089
1713	4775	23087
1714	4778	23084
1715	4781	23081
1716	4783	23077
1717	4786	23073
1718	4789	23071
1719	4792	23070
1720	4795	23066
1721	4797	23063
1722	4800	23059
1723	4803	23057
1724	4806	23055
1725	4808	23052
1726	4811	23049
1727	4814	23045
1728	4816	23041
1729	4819	23038
1730	4822	23036
1731	4825	23033
1732	4827	23030
1733	4830	23028
1734	4833	23024
1735	4836	23021
1736	4838	23019
1737	4841	23016
1738	4844	23013
1739	4847	23010
1740	4849	23007
1741	4852	23003
1742	4855	23002
1743	4858	22999
1744	4861	22996
1745	4863	22993
1746	4866	22990
1747	4869	22987
1748	4872	22986
1749	4875	22982
1750	4877	22979
1751	4880	22976
1752	4883	22973
1753	4886	22970
1754	4889	22968
1755	4891	22965
1756	4894	22964
1757	4897	22961
1758	4900	22959
1759	4903	22957
1760	4906	22954
1761	4908	22950
1762	4911	22947
1763	4914	22944
1764	4917	22942
1765	4920	22940
1766	4922	22936
1767	4925	22933
1768	4928	22929
1769	4930	22927
1770	4933	22923
1771	4936	22921
1772	4939	22918
1773	4941	22915
1774	4944	22913
1775	4947	22910
1776	4950	22907
1777	4953	22906
1778	4956	22903
1779	4958	22900
1780	4961	22897
1781	4964	22894
1782	4967	22891
1783	4970	22889
1784	4972	22886
1785	4975	22883
1786	4978	22880
1787	4981	22877
1788	4984	22876
1789	4987	22873
1790	4989	22870
1791	4992	22867
1792	4995	22864
1793	4997	22860
1794	5000	22857
1795	5003	22856
1796	5006	22854
1797	5009	22851
1798	5012	22849
1799	5014	22846
1800	5018	22844
1801	5020	22841
1802	5023	22837
1803	5026	22834
1804	5028	22831
1805	5031	22828
1806	5034	22826
1807	5037	22823
1808	5039	22819
1809	5042	22816
1810	5045	22814
1811	5048	22812
1812	5051	22811
1813	5054	22809
1814	5057	22805
1815	5059	22802
1816	5062	22800
1817	5065	22798
1818	5068	22795
1819	5071	22792
1820	5073	22789
1821	5076	22786
1822	5079	22783
1823	5082	22781
1824	5085	22778
1825	5087	22775
1826	5090	22771
1827	5093	22768
1828	5095	22765
1829	5099	22764
1830	5102	22762
1831	5104	22759
1832	5107	22755
1833	5109	22752
1834	5112	22749
1835	5115	22747
1836	5118	22744
1837	5121	22741
1838	5123	22737
1839	5126	22734
1840	5129	22731
1841	5132	22729
1842	5134	22726
1843	5137	22723
1844	5140	22720
1845	5143	22718
1846	5145	22715
1847	5148	22712
1848	5151	22709
1849	5154	22706
1850	5157	22703
1851	5159	22700
1852	5162	22698
1853	5165	22696
1854	5168	22693
1855	5170	22689
1856	5173	22686
1857	5176	22683
1858	5179	22680
1859	5181	22677
1860	5184	22674
1861	5187	22672
1862	5190	22669
1863	5193	22666
1864	5195	22664
1865	5198	22660
1866	5201	22658
1867	5203	22654
1868	5206	22651
1869	5209	22647
1870	5212	22646
1871	5215	22644
1872	5218	22641
1873	5220	22638
1874	5223	22635
1875	5226	22631
1876	5229	22629
1877	5231	22626
1878	5234	22624
1879	5237	22621
1880	5240	22618
1881	5242	22614
1882	5245	22613
1883	5248	22611
1884	5251	22607
1885	5254	22604
1886	5256	22601
1887	5259	22598
1888	5262	22597
1889	5265	22593
1890	5268	22590
1891	5270	22587
1892	5273	22584
1893	5276	22581
1894	5279	22579
1895	5281	22575
1896	5284	22573
1897	5287	22569
1898	5289	22565
1899	5292	22563
1900	5295	22561
1901	5298	22559
1902	5301	22556
1903	5304	22553
1904	5306	22549
1905	5309	22546
1906	5312	22544
1907	5315	22542
1908	5318	22539
1909	5320	22536
1910	5323	22533
1911	5326	22530
1912	5328	22527
1913	5331	22523
1914	5334	22520
1915	5336	22516
1916	5339	22513
1917	5342	22510
1918	5344	22508
1919	5347	22505
1920	5350	22502
1921	5353	22498
1922	5355	22494
1923	5358	22492
1924	5361	22489
1925	5364	22486
1926	5367	22485
1927	5369	22481
1928	5372	22478
1929	5375	22476
1930	5378	22473
1931	5380	22470
1932	5383	22467
1933	5386	22463
1934	5388	22460
1935	5391	22457
1936	5394	22454
1937	5397	22451
1938	5399	22448
1939	5402	22445
1940	5405	22442
1941	5407	22439
1942	5410	22436
1943	5413	22433
1944	5416	22432
1945	5419	22429
1946	5421	22425
1947	5424	22422
1948	5427	22419
1949	5430	22416
1950	5432	22412
1951	5435	22410
1952	5438	22406
1953	5440	22404
1954	5443	22401
1955	5446	22397
1956	5448	22393
1957	5451	22390
1958	5454	22387
1959	5457	22385
1960	5459	22381
1961	5462	22379
1962	5465	22376
1963	5468	22373
1964	5470	22370
1965	5473	22367
1966	5476	22364
1967	5478	22360
1968	5481	22357
1969	5484	22354
1970	5486	22351
1971	5489	22347
1972	5492	22345
1973	5495	22342
1974	5497	22339
1975	5500	22337
1976	5503	22335
1977	5506	22333
1978	5509	22330
1979	5512	22328
1980	5515	22325
1981	5518	22323
1982	5520	22319
1983	5523	22318
1984	5526	22315
1985	5529	22312
1986	5532	22309
1987	5534	22306
1988	5537	22304
1989	5540	22301
1990	5543	22298
1991	5546	22295
1992	5549	22293
1993	5551	22290
1994	5554	22288
1995	5557	22286
1996	5560	22283
1997	5563	22280
1998	5566	22278
1999	5568	22274
2000	5571	22273
2001	5574	22271
2002	5577	22268
2003	5580	22265
2004	5582	22261
2005	5585	22258
2006	5588	22255
2007	5591	22252
2008	5593	22249
2009	5596	22246
2010	5599	22244
2011	5602	22241
2012	5605	22239
2013	5607	22236
2014	5610	22232
2015	5613	22229
2016	5615	22225
2017	5618	22222
2018	5621	22220
2019	5624	22218
2020	5626	22215
2021	5629	22211
2022	5632	22208
2023	5634	22205
2024	5637	22203
2025	5640	22200
2026	5643	22197
2027	5646	22194
2028	5648	22190
2029	5651	22188
2030	5654	22185
2031	5656	22182
2032	5659	22179
2033	5662	22176
2034	5665	22173
2035	5667	22169
2036	5670	22167
2037	5673	22164
2038	5676	22162
2039	5679	22159
2040	5681	22155
2041	5684	22152
2042	5687	22151
2043	5690	22149
2044	5693	22146
2045	5696	22143
2046	5698	22140
2047	5701	22137
2048	5704	22135
2049	5706	22131
2050	5709	22128
2051	5712	22125
2052	5714	22121
2053	5717	22120
2054	5720	22117
2055	5723	22115
2056	5726	22112
2057	5729	22109
2058	5732	22107
2059	5735	22105
2060	5737	22102
2061	5740	22100
2062	5743	22097
2063	5746	22093
2064	5748	22091
2065	5751	22088
2066	5754	22084
2067	5757	22081
2068	5759	22078
2069	5762	22075
2070	5765	22072
2071	5767	22069
2072	5770	22065
2073	5772	22061
2074	5775	22058
2075	5778	22055
2076	5781	22052
2077	5783	22049
2078	5786	22046
2079	5789	22043
2080	5791	22040
2081	5794	22037
2082	5797	22033
2083	5800	22031
2084	5802	22028
2085	5805	22025
2086	5808	22022
2087	5810	22019
2088	5813	22015
2089	5816	22013
2090	5819	22010
2091	5822	22008
2092	5824	22005
2093	5827	22003
2094	5830	22000
2095	5833	21997
2096	5836	21996
2097	5839	21992
2098	5842	21990
2099	5844	21987
2100	5847	21985
2101	5850	21984
2102	5853	21982
2103	5856	21979
2104	5859	21976
2105	5862	21973
2106	5865	21971
2107	5867	21968
2108	5870	21966
2109	5873	21963
2110	5876	21960
2111	5879	21957
2112	5882	21955
2113	5884	21952
2114	5887	21950
2115	5890	21946
2116	5893	21943
2117	5895	21940
2118	5898	21938
2119	5901	21935
2120	5904	21932
2121	5906	21929
2122	5909	21926
2123	5912	21923
2124	5915	21920
2125	5917	21917
2126	5920	21914
2127	5923	21911
2128	5925	21907
2129	5928	21904
2130	5931	21902
2131	5934	21899
2132	5936	21896
2133	5939	21893
2134	5942	21890
2135	5944	21887
2136	5947	21884
2137	5950	21881
2138	5953	21879
2139	5956	21876
2140	5958	21873
2141	5961	21870
2142	5964	21867
2143	5967	21864
2144	5969	21861
2145	5972	21858
2146	5975	21855
2147	5978	21853
2148	5981	21851
2149	5983	21847
2150	5986	21844
2151	5988	21840
2152	5991	21838
2153	5994	21835
2154	5997	21832
2155	6000	21829
2156	6002	21826
2157	6005	21824
2158	6008	21821
2159	6011	21818
2160	6014	21816
2161	6016	21812
2162	6019	21810
2163	6022	21807
2164	6025	21805
2165	6028	21802
2166	6031	21800
2167	6033	21797
2168	6036	21794
2169	6039	21790
2170	6041	21787
2171	6044	21786
2172	6047	21783
2173	6050	21780
2174	6053	21777
2175	6055	21774
2176	6058	21771
2177	6061	21768
2178	6064	21766
2179	6067	21763
2180	6069	21760
2181	6072	21758
2182	6075	21755
2183	6078	21753
2184	6081	21750
2185	6083	21747
2186	6086	21744
2187	6089	21740
2188	6091	21738
2189	6094	21735
2190	6097	21733
2191	6100	21730
2192	6103	21727
2193	6105	21724
2194	6108	21721
2195	6111	21718
2196	6114	21715
2197	6117	21713
2198	6119	21709
2199	6122	21707
2200	6125	21704
2201	6127	21700
2202	6130	21697
2203	6133	21694
2204	6136	21692
2205	6139	21689
2206	6142	21688
2207	6145	21685
2208	6147	21683
2209	6150	21680
2210	6153	21676
2211	6156	21674
2212	6158	21671
2213	6161	21668
2214	6164	21665
2215	6167	21662
2216	6169	21660
2217	6172	21656
2218	6175	21654
2219	6178	21651
2220	6180	21647
2221	6183	21644
2222	6186	21641
2223	6188	21638
2224	6191	21636
2225	6194	21633
2226	6197	21629
2227	6199	21626
2228	6202	21622
2229	6204	21619
2230	6207	21617
2231	6210	21614
2232	6213	21611
2233	6215	21608
2234	6218	21605
2235	6221	21602
2236	6224	21600
2237	6227	21598
2238	6229	21594
2239	6232	21591
2240	6235	21588
2241	6238	21586
2242	6241	21584
2243	6244	21582
2244	6247	21579
2245	6249	21576
2246	6252	21573
2247	6255	21571
2248	6258	21568
2249	6260	21565
2250	6263	21562
2251	6266	21559
2252	6269	21556
2253	6272	21554
2254	6275	21552
2255	6277	21549
2256	6280	21546
2257	6283	21544
2258	6286	21540
2259	6288	21538
2260	6291	21535
2261	6294	21532
2262	6297	21528
2263	6299	21525
2264	6302	21522
2265	6305	21519
2266	6307	21516
2267	6310	21513
2268	6313	21510
2269	6315	21506
2270	6318	21503
2271	6321	21501
2272	6324	21498
2273	6326	21495
2274	6329	21493
2275	6332	21489
2276	6335	21487
2277	6338	21484
2278	6340	21481
2279	6343	21478
2280	6346	21475
2281	6348	21472
2282	6351	21469
2283	6354	21468
2284	6357	21465
2285	6360	21463
2286	6363	21459
2287	6365	21456
2288	6368	21454
2289	6371	21451
2290	6374	21448
2291	6376	21445
2292	6379	21442
2293	6382	21439
2294	6385	21437
2295	6388	21434
2296	6390	21431
2297	6393	21428
2298	6396	21425
2299	6398	21422
2300	6401	21419
2301	6404	21416
2302	6407	21413
2303	6409	21410
2304	6412	21407
2305	6415	21404
2306	6418	21402
2307	6420	21399
2308	6423	21397
2309	6426	21393
2310	6429	21390
2311	6432	21388
2312	6434	21385
2313	6437	21382
2314	6440	21379
2315	6442	21376
2316	6445	21372
2317	6448	21369
2318	6451	21367
2319	6454	21366
2320	6457	21364
2321	6460	21360
2322	6462	21357
2323	6465	21354
2324	6468	21351
2325	6470	21348
2326	6473	21344
2327	6476	21342
2328	6479	21339
2329	6481	21336
2330	6484	21333
2331	6487	21330
2332	6489	21327
2333	6492	21324
2334	6495	21321
2335	6498	21319
2336	6501	21317
2337	6504	21314
2338	6506	21311
2339	6509	21309
2340	6512	21306
2341	6515	21304
2342	6518	21302
2343	6520	21298
2344	6523	21295
2345	6526	21292
2346	6529	21289
2347	6531	21286
2348	6534	21283
2349	6537	21280
2350	6539	21277
2351	6542	21274
2352	6545	21270
2353	6547	21268
2354	6550	21265
2355	6553	21263
2356	6556	21259
2357	6559	21257
2358	6561	21254
2359	6564	21252
2360	6567	21250
2361	6570	21247
2362	6573	21243
2363	6576	21241
2364	6578	21238
2365	6581	21236
2366	6584	21233
2367	6587	21230
2368	6589	21227
2369	6592	21223
2370	6595	21221
2371	6598	21218
2372	6600	21215
2373	6603	21212
2374	6606	21208
2375	6608	21206
2376	6611	21203
2377	6614	21201
2378	6617	21198
2379	6620	21195
2380	6622	21192
2381	6625	21190
2382	6628	21186
2383	6631	21184
2384	6634	21182
2385	6637	21179
2386	6639	21176
2387	6642	21173
2388	6645	21170
2389	6647	21167
2390	6650	21164
2391	6653	21160
2392	6655	21157
2393	6658	21154
2394	6661	21151
2395	6664	21149
2396	6667	21147
2397	6669	21144
2398	6672	21141
2399	6675	21138
2400	6678	21135
2401	6680	21133
2402	6683	21130
2403	6686	21127
2404	6689	21124
2405	6691	21121
2406	6694	21117
2407	6696	21114
2408	6699	21111
2409	6702	21108
2410	6705	21105
2411	6708	21103
2412	6710	21100
2413	6713	21097
2414	6716	21094
2415	6719	21091
2416	6721	21088
2417	6724	21085
2418	6727	21082
2419	6729	21079
2420	6732	21076
2421	6735	21074
2422	6738	21071
2423	6740	21067
2424	6743	21065
2425	6746	21062
2426	6749	21059
2427	6752	21057
2428	6754	21054
2429	6757	21051
2430	6760	21048
2431	6762	21045
2432	6765	21042
2433	6768	21039
2434	6770	21035
2435	6773	21032
2436	6776	21030
2437	6779	21027
2438	6782	21024
2439	6784	21021
2440	6787	21018
2441	6790	21015
2442	6793	21014
2443	6796	21011
2444	6799	21008
2445	6801	21005
2446	6804	21002
2447	6807	20999
2448	6809	20996
2449	6812	20993
2450	6814	20989
2451	6817	20987
2452	6820	20984
2453	6823	20981
2454	6826	20979
2455	6829	20976
2456	6831	20973
2457	6834	20970
2458	6837	20967
2459	6839	20964
2460	6842	20962
2461	6845	20959
2462	6848	20955
2463	6850	20952
2464	6853	20949
2465	6856	20946
2466	6859	20944
2467	6862	20942
2468	6864	20938
2469	6867	20936
2470	6870	20933
2471	6873	20931
2472	6876	20929
2473	6879	20926
2474	6881	20923
2475	6884	20920
2476	6887	20916
2477	6889	20914
2478	6892	20911
2479	6895	20908
2480	6898	20905
2481	6900	20901
2482	6903	20898
2483	6906	20896
2484	6909	20893
2485	6911	20890
2486	6914	20887
2487	6917	20885
2488	6919	20882
2489	6922	20879
2490	6925	20876
2491	6928	20873
2492	6930	20870
2493	6933	20868
2494	6936	20864
2495	6939	20861
2496	6941	20858
2497	6944	20855
2498	6947	20852
2499	6949	20849
2500	6952	20846
2501	6955	20843
2502	6958	20840
2503	6961	20838
2504	6963	20835
2505	6966	20832
2506	6969	20829
2507	6972	20827
2508	6974	20824
2509	6977	20821
2510	6980	20818
2511	6982	20815
2512	6985	20812
2513	6988	20810
2514	6991	20808
2515	6994	20804
2516	6996	20801
2517	6999	20798
2518	7002	20795
2519	7005	20792
2520	7007	20789
2521	7010	20786
2522	7012	20782
2523	7015	20779
2524	7018	20776
2525	7021	20773
2526	7023	20771
2527	7026	20768
2528	7029	20765
2529	7032	20762
2530	7035	20760
2531	7037	20758
2532	7040	20755
2533	7043	20752
2534	7046	20749
2535	7048	20745
2536	7051	20742
2537	7054	20740
2538	7057	20737
2539	7059	20734
2540	7062	20731
2541	7065	20728
2542	7067	20725
2543	7070	20723
2544	7073	20721
2545	7076	20717
2546	7078	20714
2547	7082	20712
2548	7084	20710
2549	7088	20708
2550	7090	20705
2551	7093	20702
2552	7096	20698
2553	7098	20696
2554	7101	20693
2555	7104	20691
2556	7107	20688
2557	7110	20685
2558	7112	20682
2559	7115	20680
2560	7118	20677
2561	7121	20674
2562	7123	20671
2563	7126	20668
2564	7129	20664
2565	7131	20661
2566	7134	20659
2567	7137	20655
2568	7139	20652
2569	7142	20649
2570	7145	20646
2571	7147	20643
2572	7150	20641
2573	7153	20638
2574	7156	20635
2575	7159	20633
2576	7162	20631
2577	7165	20628
2578	7168	20625
2579	7170	20623
2580	7173	20620
2581	7176	20617
2582	7178	20614
2583	7181	20611
2584	7184	20608
2585	7187	20605
2586	7190	20603
2587	7192	20600
2588	7195	20597
2589	7198	20595
2590	7201	20593
2591	7204	20590
2592	7207	20587
2593	7209	20584
2594	7212	20581
2595	7215	20578
2596	7218	20576
2597	7221	20573
2598	7223	20570
2599	7226	20567
2600	7229	20564
2601	7232	20562
2602	7235	20559
2603	7237	20557
2604	7240	20554
2605	7243	20551
2606	7246	20548
2607	7249	20546
2608	7251	20543
2609	7254	20540
2610	7257	20537
2611	7259	20534
2612	7262	20532
2613	7265	20530
2614	7268	20527
2615	7271	20524
2616	7274	20521
2617	7276	20518
2618	7279	20515
2619	7282	20513
2620	7285	20511
2621	7288	20507
2622	7290	20505
2623	7293	20501
2624	7296	20499
2625	7299	20497
2626	7302	20495
2627	7305	20492
2628	7307	20489
2629	7310	20486
2630	7313	20484
2631	7316	20480
2632	7319	20478
2633	7321	20475
2634	7324	20472
2635	7327	20469
2636	7330	20467
2637	7332	20464
2638	7335	20462
2639	7338	20459
2640	7341	20456
2641	7343	20452
2642	7346	20450
2643	7349	20447
2644	7352	20445
2645	7355	20441
2646	7357	20439
2647	7360	20436
2648	7363	20434
2649	7366	20432
2650	7369	20429
2651	7372	20426
2652	7375	20424
2653	7377	20421
2654	7380	20418
2655	7383	20415
2656	7385	20411
2657	7388	20408
2658	7391	20406
2659	7394	20404
2660	7397	20401
2661	7399	20398
2662	7402	20395
2663	7405	20391
2664	7408	20389
2665	7410	20386
2666	7413	20384
2667	7416	20382
2668	7419	20379
2669	7422	20377
2670	7425	20373
2671	7427	20370
2672	7430	20367
2673	7433	20365
2674	7436	20362
2675	7438	20358
2676	7441	20355
2677	7444	20353
2678	7447	20351
2679	7450	20348
2680	7452	20345
2681	7455	20342
2682	7457	20339
2683	7460	20336
2684	7463	20333
2685	7466	20331
2686	7469	20327
2687	7472	20326
2688	7474	20323
2689	7477	20320
2690	7480	20317
2691	7483	20314
2692	7486	20312
2693	7488	20309
2694	7491	20306
2695	7494	20303
2696	7497	20300
2697	7499	20297
2698	7502	20294
2699	7505	20291
2700	7507	20288
2701	7510	20286
2702	7513	20284
2703	7516	20281
2704	7519	20279
2705	7522	20276
2706	7525	20273
2707	7527	20270
2708	7530	20267
2709	7533	20265
2710	7535	20261
2711	7538	20258
2712	7541	20255
2713	7544	20252
2714	7546	20249
2715	7549	20246
2716	7552	20243
2717	7554	20240
2718	7557	20237
2719	7560	20234
2720	7563	20231
2721	7565	20228
2722	7568	20225
2723	7571	20222
2724	7573	20219
2725	7576	20216
2726	7578	20213
2727	7581	20209
2728	7584	20206
2729	7586	20203
2730	7589	20200
2731	7592	20197
2732	7594	20194
2733	7597	20191
2734	7600	20188
2735	7602	20185
2736	7605	20183
2737	7608	20180
2738	7611	20177
2739	7614	20174
2740	7616	20171
2741	7619	20169
2742	7622	20167
2743	7625	20164
2744	7628	20161
2745	7630	20157
2746	7633	20154
2747	7635	20151
2748	7638	20148
2749	7641	20145
2750	7643	20142
2751	7646	20139
2752	7649	20136
2753	7652	20133
2754	7654	20130
2755	7657	20127
2756	7660	20125
2757	7663	20122
2758	7665	20118
2759	7668	20115
2760	7671	20112
2761	7674	20110
2762	7676	20107
2763	7679	20105
2764	7682	20102
2765	7685	20099
2766	7688	20096
2767	7690	20093
2768	7693	20090
2769	7695	20086
2770	7698	20083
2771	7700	20080
2772	7703	20077
2773	7706	20074
2774	7709	20071
2775	7711	20068
2776	7714	20065
2777	7717	20062
2778	7720	20059
2779	7722	20056
2780	7725	20054
2781	7728	20051
2782	7731	20048
2783	7733	20045
2784	7736	20042
2785	7739	20039
2786	7741	20036
2787	7744	20033
2788	7747	20030
2789	7750	20027
2790	7752	20025
2791	7755	20022
2792	7758	20019
2793	7761	20017
2794	7763	20014
2795	7766	20010
2796	7769	20009
2797	7772	20007
2798	7775	20004
2799	7778	20001
2800	7781	19998
2801	7784	19996
2802	7787	19994
2803	7789	19991
2804	7792	19988
2805	7795	19984
2806	7797	19981
2807	7800	19978
2808	7803	19976
2809	7806	19973
2810	7808	19970
2811	7811	19967
2812	7814	19964
2813	7817	19962
2814	7820	19960
2815	7823	19958
2816	7826	19955
2817	7828	19952
2818	7831	19949
2819	7834	19947
2820	7837	19944
2821	7839	19941
2822	7842	19938
2823	7845	19935
2824	7848	19932
2825	7850	19930
2826	7853	19927
2827	7856	19924
2828	7859	19921
2829	7861	19918
2830	7864	19915
2831	7867	19913
2832	7870	19911
2833	7873	19908
2834	7876	19906
2835	7879	19903
2836	7881	19900
2837	7884	19897
2838	7887	19894
2839	7890	19891
2840	7892	19888
2841	7895	19885
2842	7898	19883
2843	7901	19881
2844	7904	19878
2845	7906	19875
2846	7909	19873
2847	7912	19871
2848	7915	19868
2849	7918	19865
2850	7921	19862
2851	7923	19859
2852	7926	19856
2853	7929	19853
2854	7931	19850
2855	7934	19847
2856	7937	19844
2857	7940	19841
2858	7942	19838
2859	7945	19835
2860	7948	19832
2861	7950	19830
2862	7953	19826
2863	7956	19824
2864	7959	19821
2865	7962	19819
2866	7964	19816
2867	7967	19813
2868	7970	19810
2869	7972	19806
2870	7975	19804
2871	7978	19800
2872	7980	19798
2873	7983	19795
2874	7986	19792
2875	7989	19789
2876	7991	19786
2877	7994	19783
2878	7997	19781
2879	8000	19778
2880	8003	19776
2881	8005	19773
2882	8008	19770
2883	8011	19767
2884	8014	19764
2885	8016	19761
2886	8019	19758
2887	8022	19755
2888	8024	19752
2889	8027	19749
2890	8030	19747
2891	8033	19744
2892	8036	19741
2893	8038	19738
2894	8041	19735
2895	8044	19732
2896	8047	19730
2897	8049	19727
2898	8052	19724
2899	8055	19721
2900	8058	19719
2901	8061	19716
2902	8064	19714
2903	8066	19711
2904	8069	19708
2905	8071	19704
2906	8074	19702
2907	8077	19699
2908	8080	19697
2909	8083	19694
2910	8086	19691
2911	8088	19688
2912	8091	19685
2913	8094	19682
2914	8097	19680
2915	8100	19678
2916	8102	19675
2917	8105	19672
2918	8108	19669
2919	8111	19666
2920	8114	19664
2921	8116	19661
2922	8119	19658
2923	8122	19655
2924	8124	19652
2925	8127	19650
2926	8130	19647
2927	8133	19644
2928	8136	19642
2929	8138	19638
2930	8141	19636
2931	8144	19633
2932	8147	19631
2933	8150	19628
2934	8152	19625
2935	8155	19622
2936	8158	19619
2937	8161	19616
2938	8164	19614
2939	8166	19611
2940	8169	19608
2941	8171	19604
2942	8174	19601
2943	8177	19599
2944	8180	19596
2945	8182	19592
2946	8185	19590
2947	8188	19586
2948	8190	19583
2949	8193	19582
2950	8196	19579
2951	8199	19576
2952	8202	19573
2953	8205	19572
2954	8208	19570
2955	8211	19567
2956	8214	19564
2957	8216	19561
2958	8219	19558
2959	8222	19555
2960	8224	19552
2961	8227	19550
2962	8230	19547
2963	8233	19545
2964	8236	19542
2965	8238	19539
2966	8242	19537
2967	8245	19535
2968	8247	19532
2969	8250	19529
2970	8253	19525
2971	8255	19523
2972	8258	19521
2973	8261	19518
2974	8264	19515
2975	8267	19512
2976	8270	19510
2977	8273	19508
2978	8276	19505
2979	8278	19502
2980	8281	19499
2981	8284	19496
2982	8286	19493
2983	8289	19490
2984	8292	19488
2985	8295	19485
2986	8298	19482
2987	8300	19479
2988	8303	19476
2989	8306	19474
2990	8309	19471
2991	8312	19469
2992	8315	19466
2993	8318	19464
2994	8321	19462
2995	8324	19460
2996	8327	19458
2997	8329	19454
2998	8332	19451
2999	8335	19448
3000	8338	19446
3001	8341	19444
3002	8344	19441
3003	8346	19438
3004	8349	19435
3005	8352	19432
3006	8355	19430
3007	8358	19428
3008	8360	19425
3009	8363	19422
3010	8366	19419
3011	8369	19416
3012	8371	19414
3013	8374	19411
3014	8377	19408
3015	8380	19405
3016	8382	19402
3017	8385	19399
3018	8388	19396
3019	8391	19393
3020	8393	19391
3021	8396	19388
3022	8399	19385
3023	8401	19382
3024	8404	19379
3025	8407	19377
3026	8410	19375
3027	8413	19372
3028	8416	19369
3029	8419	19366
3030	8421	19364
3031	8424	19361
3032	8427	19358
3033	8430	19355
3034	8432	19352
3035	8435	19349
3036	8438	19347
3037	8441	19344
3038	8444	19341
3039	8446	19338
3040	8449	19335
3041	8452	19333
3042	8455	19330
3043	8458	19327
3044	8460	19324
3045	8463	19321
3046	8465	19318
3047	8468	19315
3048	8471	19313
3049	8474	19310
3050	8477	19307
3051	8479	19304
3052	8482	19301
3053	8484	19297
3054	8487	19295
3055	8490	19292
3056	8493	19289
3057	8495	19286
3058	8498	19283
3059	8501	19280
3060	8504	19277
3061	8506	19274
3062	8509	19271
3063	8512	19268
3064	8514	19266
3065	8517	19263
3066	8520	19260
3067	8523	19257
3068	8525	19254
3069	8528	19251
3070	8531	19248
3071	8533	19245
3072	8536	19242
3073	8539	19239
3074	8542	19237
3075	8544	19233
3076	8547	19230
3077	8550	19227
3078	8552	19225
3079	8555	19222
3080	8558	19219
3081	8561	19216
3082	8563	19213
3083	8566	19211
3084	8569	19209
3085	8572	19206
3086	8575	19203
3087	8577	19200
3088	8580	19197
3089	8583	19194
3090	8586	19191
3091	8588	19188
3092	8591	19185
3093	8593	19182
3094	8596	19178
3095	8599	19176
3096	8602	19173
3097	8605	19170
3098	8607	19167
3099	8610	19164
3100	8612	19161
3101	8615	19159
3102	8618	19156
3103	8621	19153
3104	8624	19151
3105	8627	19148
3106	8629	19145
3107	8632	19143
3108	8635	19140
3109	8638	19138
3110	8641	19135
3111	8644	19133
3112	8647	19130
3113	8649	19127
3114	8652	19124
3115	8655	19121
3116	8658	19119
3117	8660	19116
3118	8663	19113
3119	8666	19110
3120	8669	19108
3121	8672	19105
3122	8674	19102
3123	8677	19098
3124	8679	19095
3125	8682	19093
3126	8685	19090
3127	8688	19087
3128	8690	19084
3129	8693	19081
3130	8696	19077
3131	8698	19075
3132	8701	19072
3133	8704	19069
3134	8706	19066
3135	8709	19062
3136	8711	19059
3137	8714	19057
3138	8717	19054
3139	8720	19051
3140	8723	19048
3141	8725	19045
3142	8728	19043
3143	8731	19041
3144	8734	19038
3145	8737	19035
3146	8740	19032
3147	8742	19029
3148	8745	19026
3149	8748	19023
3150	8750	19020
3151	8753	19017
3152	8756	19014
3153	8758	19011
3154	8761	19009
3155	8764	19006
3156	8767	19004
3157	8770	19001
3158	8772	18998
3159	8775	18995
3160	8778	18993
3161	8781	18990
3162	8784	18987
3163	8786	18984
3164	8789	18981
3165	8791	18978
3166	8794	18975
3167	8797	18973
3168	8800	18970
3169	8803	18967
3170	8806	18965
3171	8809	18962
3172	8812	18959
3173	8814	18956
3174	8817	18953
3175	8819	18950
3176	8822	18947
3177	8825	18945
3178	8828	18943
3179	8831	18940
3180	8834	18937
3181	8836	18934
3182	8839	18931
3183	8842	18928
3184	8845	18926
3185	8848	18923
3186	8850	18920
3187	8853	18917
3188	8856	18914
3189	8858	18911
3190	8861	18909
3191	8864	18906
3192	8867	18904
3193	8870	18901
3194	8872	18898
3195	8875	18895
3196	8878	18892
3197	8881	18890
3198	8884	18887
3199	8887	18885
3200	8889	18882
3201	8892	18879
3202	8895	18876
3203	8898	18874
3204	8900	18870
3205	8903	18867
3206	8906	18864
3207	8908	18861
3208	8911	18859
3209	8914	18855
3210	8917	18853
3211	8919	18850
3212	8922	18847
3213	8925	18845
3214	8928	18842
3215	8930	18839
3216	8933	18836
3217	8936	18833
3218	8938	18830
3219	8941	18827
3220	8944	18824
3221	8947	18821
3222	8949	18818
3223	8952	18816
3224	8955	18813
3225	8958	18810
3226	8961	18808
3227	8964	18805
3228	8966	18802
3229	8969	18799
3230	8971	18796
3231	8974	18793
3232	8977	18791
3233	8980	18788
3234	8983	18785
3235	8986	18783
3236	8988	18780
3237	8991	18777
3238	8994	18775
3239	8997	18773
3240	9000	18770
3241	9003	18767
3242	9005	18764
3243	9008	18761
3244	9011	18758
3245	9013	18755
3246	9016	18752
3247	9019	18749
3248	9022	18746
3249	9025	18744
3250	9027	18741
3251	9030	18738
3252	9033	18736
3253	9036	18733
