iter	Passed	Remaining
316	2190	4719
317	2197	4712
318	2203	4703
319	2210	4697
320	2217	4690
321	2225	4686
322	2232	4679
323	2238	4671
324	2246	4665
325	2252	4657
326	2259	4649
327	2266	4643
328	2272	4634
329	2279	4628
330	2286	4620
331	2292	4613
332	2299	4605
333	2306	4598
334	2313	4592
335	2320	4584
336	2326	4577
337	2333	4569
338	2339	4561
339	2346	4554
340	2353	4548
341	2360	4541
342	2366	4533
343	2373	4525
344	2379	4518
345	2385	4509
346	2392	4502
347	2399	4495
348	2406	4489
349	2413	4483
350	2420	4476
351	2427	4469
352	2434	4461
353	2440	4454
354	2447	4445
355	2452	4437
356	2459	4430
357	2465	4421
358	2471	4413
359	2477	4405
360	2484	4397
361	2490	4389
362	2497	4382
363	2503	4374
364	2509	4366
365	2516	4358
366	2522	4351
367	2529	4344
368	2535	4336
369	2541	4328
370	2548	4319
371	2554	4312
372	2560	4304
373	2566	4296
374	2573	4288
375	2579	4280
376	2585	4273
377	2592	4265
378	2598	4258
379	2605	4251
380	2612	4243
381	2618	4235
382	2625	4229
383	2631	4222
384	2638	4214
385	2644	4207
386	2650	4199
387	2657	4191
388	2663	4183
389	2669	4175
390	2675	4167
391	2681	4159
392	2688	4153
393	2695	4145
394	2702	4139
395	2708	4131
396	2714	4123
397	2722	4117
398	2728	4109
399	2735	4102
400	2741	4095
401	2747	4087
402	2754	4079
403	2760	4072
404	2767	4065
405	2773	4057
406	2778	4048
407	2785	4041
408	2791	4034
409	2798	4027
410	2805	4020
411	2811	4012
412	2818	4005
413	2825	3999
414	2832	3992
415	2838	3984
416	2844	3976
417	2850	3969
418	2857	3961
419	2863	3954
420	2869	3946
421	2875	3939
422	2882	3932
423	2888	3924
424	2895	3917
425	2902	3910
426	2908	3902
427	2914	3895
428	2920	3887
429	2926	3879
430	2933	3873
431	2940	3866
432	2947	3859
433	2953	3852
434	2960	3844
435	2966	3837
436	2972	3829
437	2978	3822
438	2984	3814
439	2991	3807
440	2998	3800
441	3004	3793
442	3011	3786
443	3017	3779
444	3024	3772
445	3031	3765
446	3037	3758
447	3044	3750
448	3050	3743
449	3056	3736
450	3063	3729
451	3069	3721
452	3076	3714
453	3082	3706
454	3088	3699
455	3095	3692
456	3101	3685
457	3109	3679
458	3115	3672
459	3122	3665
460	3128	3657
461	3134	3650
462	3140	3642
463	3146	3635
464	3153	3628
465	3160	3621
466	3166	3614
467	3173	3606
468	3179	3599
469	3185	3592
470	3192	3585
471	3199	3578
472	3205	3571
473	3213	3565
474	3220	3559
475	3228	3553
476	3234	3546
477	3241	3540
478	3248	3532
479	3254	3525
480	3261	3518
481	3267	3511
482	3274	3504
483	3280	3497
484	3286	3489
485	3292	3482
486	3299	3475
487	3305	3468
488	3312	3461
489	3319	3454
490	3325	3447
491	3331	3440
492	3338	3433
493	3344	3426
494	3351	3418
495	3357	3411
496	3363	3404
497	3370	3397
498	3377	3390
499	3384	3384
500	3390	3377
501	3397	3370
502	3404	3364
503	3411	3357
504	3417	3350
505	3424	3343
506	3430	3336
507	3437	3328
508	3443	3321
509	3449	3314
510	3455	3307
511	3461	3299
512	3468	3292
513	3475	3285
514	3481	3278
515	3487	3271
516	3494	3264
517	3501	3257
518	3507	3251
519	3514	3244
520	3520	3237
521	3528	3231
522	3536	3225
523	3544	3220
524	3552	3214
525	3560	3208
526	3566	3201
527	3573	3194
528	3579	3187
529	3587	3181
530	3595	3175
531	3602	3169
532	3610	3163
533	3617	3157
534	3624	3150
535	3631	3143
536	3637	3136
537	3644	3129
538	3651	3123
539	3658	3116
540	3664	3109
541	3670	3101
542	3676	3094
543	3684	3088
544	3691	3081
545	3700	3076
546	3707	3070
547	3715	3064
548	3721	3057
549	3728	3050
550	3734	3043
551	3741	3036
552	3748	3029
553	3754	3022
554	3761	3015
555	3768	3009
556	3774	3001
557	3780	2994
558	3786	2987
559	3793	2980
560	3799	2973
561	3805	2966
562	3812	2959
563	3818	2952
564	3825	2945
565	3832	2938
566	3839	2932
567	3847	2925
568	3855	2920
569	3862	2913
570	3868	2906
571	3875	2899
572	3882	2892
573	3888	2886
574	3896	2879
575	3902	2872
576	3909	2866
577	3915	2859
578	3921	2851
579	3929	2845
580	3935	2837
581	3942	2831
582	3948	2824
583	3954	2817
584	3961	2810
585	3967	2802
586	3974	2796
587	3980	2788
588	3986	2781
589	3993	2775
590	3999	2768
591	4007	2761
592	4013	2754
593	4020	2747
594	4027	2741
595	4033	2734
596	4040	2727
597	4047	2720
598	4053	2713
599	4059	2706
600	4066	2699
601	4073	2693
602	4080	2686
603	4087	2680
604	4096	2674
605	4104	2668
606	4112	2662
607	4120	2656
608	4127	2650
609	4134	2643
610	4142	2637
611	4149	2630
612	4156	2623
613	4162	2617
614	4169	2610
615	4176	2603
616	4182	2596
617	4188	2588
618	4195	2582
619	4201	2575
620	4208	2568
621	4215	2562
622	4222	2554
623	4229	2548
624	4235	2541
625	4242	2534
626	4248	2527
627	4255	2520
628	4261	2513
629	4268	2507
630	4275	2500
631	4281	2493
632	4288	2486
633	4294	2479
634	4301	2472
635	4307	2465
636	4314	2458
637	4320	2451
638	4327	2444
639	4334	2438
640	4341	2431
641	4350	2425
642	4357	2419
643	4365	2413
644	4372	2406
645	4380	2400
646	4388	2394
647	4395	2387
648	4403	2381
649	4412	2375
650	4420	2369
651	4427	2363
652	4436	2357
653	4444	2351
654	4452	2345
655	4460	2338
656	4467	2332
657	4475	2326
658	4484	2320
659	4492	2314
660	4501	2308
661	4508	2301
662	4516	2295
663	4522	2288
664	4528	2281
665	4536	2274
666	4542	2267
667	4549	2261
668	4556	2254
669	4563	2247
670	4569	2240
671	4575	2233
672	4582	2226
673	4588	2219
674	4595	2212
675	4602	2205
676	4608	2198
677	4615	2192
678	4622	2185
679	4629	2178
680	4636	2171
681	4642	2164
682	4648	2157
683	4654	2150
684	4660	2143
685	4667	2136
686	4673	2129
687	4679	2122
688	4686	2115
689	4692	2108
690	4699	2101
691	4705	2094
692	4712	2087
693	4720	2081
694	4729	2075
695	4737	2069
696	4745	2063
697	4753	2056
698	4761	2050
699	4770	2044
700	4777	2037
701	4785	2031
702	4794	2025
703	4802	2019
704	4811	2013
705	4819	2007
706	4828	2001
707	4837	1994
708	4844	1988
709	4852	1982
710	4860	1975
711	4868	1969
712	4875	1962
713	4883	1956
714	4891	1949
715	4898	1942
716	4905	1936
717	4912	1929
718	4918	1922
719	4925	1915
720	4932	1908
721	4939	1901
722	4945	1894
723	4952	1887
724	4959	1881
725	4965	1874
726	4972	1867
727	4980	1860
728	4986	1853
729	4993	1846
730	5000	1839
731	5007	1833
732	5013	1826
733	5020	1819
734	5026	1812
735	5034	1805
736	5041	1798
737	5047	1791
738	5053	1784
739	5059	1777
740	5066	1770
741	5073	1763
742	5079	1756
743	5085	1749
744	5092	1743
745	5099	1736
746	5106	1729
747	5112	1722
748	5118	1715
749	5125	1708
750	5131	1701
751	5137	1694
752	5144	1687
753	5150	1680
754	5157	1673
755	5164	1666
756	5171	1659
757	5177	1652
758	5183	1646
759	5190	1639
760	5197	1632
761	5204	1625
762	5211	1618
763	5217	1611
764	5225	1605
765	5233	1598
766	5242	1592
767	5250	1586
768	5257	1579
769	5264	1572
770	5271	1565
771	5279	1559
772	5286	1552
773	5293	1545
774	5300	1538
775	5307	1532
776	5315	1525
777	5325	1519
778	5337	1514
779	5350	1509
780	5357	1502
781	5366	1495
782	5373	1489
783	5381	1482
784	5388	1475
785	5395	1469
786	5402	1462
787	5409	1455
788	5415	1448
789	5421	1441
790	5428	1434
791	5434	1427
792	5441	1420
793	5447	1413
794	5454	1406
795	5460	1399
796	5467	1392
797	5474	1385
798	5481	1378
799	5487	1371
800	5494	1365
801	5501	1358
802	5507	1351
803	5514	1344
804	5520	1337
805	5527	1330
806	5533	1323
807	5540	1316
808	5547	1309
809	5553	1302
810	5560	1295
811	5566	1288
812	5572	1281
813	5579	1274
814	5585	1267
815	5593	1261
816	5599	1254
817	5605	1247
818	5612	1240
819	5619	1233
820	5627	1227
821	5634	1220
822	5641	1213
823	5649	1206
824	5656	1199
825	5664	1193
826	5672	1186
827	5679	1179
828	5686	1172
829	5694	1166
830	5701	1159
831	5709	1152
832	5716	1146
833	5724	1139
834	5732	1132
835	5740	1126
836	5747	1119
837	5755	1112
838	5762	1105
839	5770	1099
840	5777	1092
841	5784	1085
842	5792	1078
843	5800	1072
844	5808	1065
845	5816	1058
846	5823	1051
847	5830	1045
848	5837	1038
849	5845	1031
850	5852	1024
851	5859	1017
852	5866	1010
853	5872	1004
854	5879	997
855	5886	990
856	5892	983
857	5899	976
858	5906	969
859	5912	962
860	5918	955
861	5924	948
862	5930	941
863	5937	934
864	5943	927
865	5950	920
866	5956	913
867	5962	906
868	5969	899
869	5975	892
870	5981	885
871	5988	879
872	5995	872
873	6002	865
874	6008	858
875	6014	851
876	6021	844
877	6029	837
878	6036	830
879	6043	824
880	6051	817
881	6058	810
882	6066	803
883	6074	797
884	6082	790
885	6089	783
886	6096	776
887	6103	769
888	6111	763
889	6118	756
890	6125	749
891	6133	742
892	6140	735
893	6147	728
894	6154	722
895	6161	715
896	6169	708
897	6175	701
898	6182	694
899	6189	687
900	6195	680
901	6201	673
902	6208	666
903	6215	660
904	6221	653
905	6229	646
906	6235	639
907	6242	632
908	6249	625
909	6256	618
910	6262	611
911	6268	604
912	6274	597
913	6281	591
914	6288	584
915	6295	577
916	6301	570
917	6308	563
918	6315	556
919	6322	549
920	6329	542
921	6336	536
922	6343	529
923	6349	522
924	6356	515
925	6362	508
926	6368	501
927	6374	494
928	6381	487
929	6387	480
930	6394	473
931	6401	467
932	6408	460
933	6414	453
934	6420	446
935	6427	439
936	6434	432
937	6442	425
938	6449	418
939	6457	412
940	6465	405
941	6473	398
942	6480	391
943	6489	384
944	6496	378
945	6504	371
946	6512	364
947	6519	357
948	6526	350
949	6533	343
950	6540	336
951	6546	330
952	6552	323
953	6559	316
954	6565	309
955	6572	302
956	6578	295
957	6584	288
958	6592	281
959	6598	274
960	6604	268
961	6611	261
962	6617	254
963	6624	247
964	6631	240
965	6638	233
966	6645	226
967	6651	219
968	6658	213
969	6664	206
970	6672	199
971	6679	192
972	6686	185
973	6693	178
974	6701	171
975	6709	164
976	6717	158
977	6724	151
978	6731	144
979	6738	137
980	6746	130
981	6754	123
982	6761	116
983	6768	110
984	6776	103
985	6784	96
986	6792	89
987	6800	82
988	6806	75
989	6813	68
990	6820	61
991	6827	55
992	6834	48
993	6841	41
994	6847	34
995	6853	27
996	6859	20
997	6866	13
998	6872	6
999	6878	0
